role_id,function_id,enable_flag,created_id,created_at,updated_id,updated_at
2,Recipes:delete,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Recipes:search,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Recipes:update,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Resource:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Resource:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Resource:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Resource:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Rice_Nutrition:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Rice_Nutrition:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Rice_Nutrition:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Rice_Nutrition:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Shelf_Life:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Shelf_Life:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Shelf_Life:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Shelf_Life:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
3,Author:create,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Author:delete,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Author:search,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Author:update,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Btob_Client_Contract_Courses:create,0,1,2017-04-06 05:51:51.133,1,2017-04-06 05:51:51.133
3,Btob_Client_Contract_Courses:delete,0,1,2017-04-06 05:51:51.15,1,2017-04-06 05:51:51.15
3,Btob_Client_Contract_Courses:search,0,1,2017-04-06 05:51:51.133,1,2017-04-06 05:51:51.133
3,Btob_Client_Contract_Courses:update,0,1,2017-04-06 05:51:51.133,1,2017-04-06 05:51:51.133
3,Btob_Client_Contracts:create,0,1,2017-04-06 05:51:51.103,1,2017-04-06 05:51:51.103
3,Btob_Client_Contracts:delete,0,1,2017-04-06 05:51:51.12,1,2017-04-06 05:51:51.12
3,Btob_Client_Contracts:search,0,1,2017-04-06 05:51:51.103,1,2017-04-06 05:51:51.103
3,Btob_Client_Contracts:update,0,1,2017-04-06 05:51:51.103,1,2017-04-06 05:51:51.103
3,Btob_Clients:create,0,1,2017-04-06 05:51:51.07,1,2017-04-06 05:51:51.07
3,Btob_Clients:delete,0,1,2017-04-06 05:51:51.087,1,2017-04-06 05:51:51.087
3,Btob_Clients:search,0,1,2017-04-06 05:51:51.07,1,2017-04-06 05:51:51.07
3,Btob_Clients:update,0,1,2017-04-06 05:51:51.087,1,2017-04-06 05:51:51.087
3,Btob_Design_Themes:create,0,1,2017-04-06 05:51:51.04,1,2017-04-06 05:51:51.04
3,Btob_Design_Themes:delete,0,1,2017-04-06 05:51:51.057,1,2017-04-06 05:51:51.057
3,Btob_Design_Themes:search,0,1,2017-04-06 05:51:51.04,1,2017-04-06 05:51:51.04
3,Btob_Design_Themes:update,0,1,2017-04-06 05:51:51.057,1,2017-04-06 05:51:51.057
3,Contents_Profiles:create,0,1,2017-08-09 08:40:15.88,1,2017-08-09 08:40:15.88
3,Contents_Profiles:delete,0,1,2017-08-09 08:40:15.897,1,2017-08-09 08:40:15.897
3,Contents_Profiles:search,0,1,2017-08-09 08:40:15.88,1,2017-08-09 08:40:15.88
3,Contents_Profiles:update,0,1,2017-08-09 08:40:15.88,1,2017-08-09 08:40:15.88
3,Cook_Ahead:create,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Cook_Ahead:delete,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Cook_Ahead:search,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Cook_Ahead:update,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Cooking_Method:create,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Cooking_Method:delete,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Cooking_Method:search,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
3,Cooking_Method:update,0,1,2016-11-17 18:54:43,1,2016-11-17 18:54:43
