,prediction,label,filename,categorynames,prob_0,prob_1,prob_2
156,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140155.png,broccoli,1,2.94807712e-09,2.08318109e-19
157,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141042.png,eggplant,5.40075234e-07,0.999999404,4.54605226e-14]]
158,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141240.png,eggplant,5.82449793e-05,0.999941707,1.17082889e-11
159,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133456.png,broccoli,1,2.88467739e-09,1.52991294e-19]]
160,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093159.png,tomato,1.08680477e-27,1.05116289e-21,1
161,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140201.png,broccoli,1,8.18200618e-09,2.7854679e-19]]
162,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141241.png,eggplant,7.02950783e-05,0.999929667,3.26322094e-11
163,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133211.png,broccoli,1,1.9028687e-10,2.58997219e-18]]
164,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113722.png,tomato,4.42679567e-20,2.06270162e-18,1
165,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133217.png,broccoli,1,6.03310804e-11,3.92778376e-17]]
166,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140600.png,eggplant,2.83208412e-09,1,5.08813713e-10
167,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093158.png,tomato,1.77449927e-27,5.88821683e-22,1]]
168,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140601.png,eggplant,1.28739386e-09,1,2.33222636e-10
169,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_105722.png,tomato,2.26740916e-15,1.00170816e-12,1]]
170,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132532.png,tomato,2.91135109e-18,2.24918164e-14,1
171,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140603.png,eggplant,2.05790873e-09,1,2.68168959e-10]]
172,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_105720.png,tomato,9.23273112e-16,6.42433535e-13,1
173,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140402.png,broccoli,1,7.83616372e-09,6.97173072e-16]]
174,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133219.png,broccoli,1,1.2641313e-10,1.38094058e-16
175,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140156.png,broccoli,1,1.88245219e-09,3.11150482e-20]]
176,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140605.png,eggplant,3.14116377e-09,1,2.15862772e-10
177,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140607.png,eggplant,1.34825118e-09,1,1.56784488e-10]]
178,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_103806.png,tomato,4.6287989e-18,1.39776115e-14,1
179,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_110751.png,tomato,2.36989773e-14,1.09362057e-13,1]]
180,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140832.png,eggplant,1.39610194e-07,0.999999881,2.47188533e-12
181,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133453.png,broccoli,1,3.57680685e-09,9.54557832e-20]]
182,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113727.png,tomato,1.17375895e-19,2.595146e-17,1
183,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140153.png,broccoli,1,1.28301092e-09,6.64355667e-20]]
184,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141237.png,eggplant,3.34468605e-05,0.999966502,1.42278855e-10
185,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_103803.png,tomato,1.49881808e-18,1.26209535e-14,1]]
186,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133500.png,broccoli,1,4.74901318e-09,1.25382396e-19
187,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140400.png,broccoli,1,1.17464127e-08,1.21337427e-15]]
188,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_110748.png,tomato,3.11088503e-14,1.35414507e-13,1
189,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133215.png,broccoli,1,1.18850679e-10,5.35732705e-18]]
190,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_103809.png,tomato,2.25635267e-18,1.58878156e-14,1
191,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140152.png,broccoli,1,7.60115704e-09,4.28446599e-19]]
192,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113729.png,tomato,1.78925784e-18,2.45845172e-16,1
193,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132535.png,tomato,1.05357358e-17,1.33729182e-13,1]]
194,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140359.png,broccoli,1,1.43729952e-08,8.27736584e-16
195,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140200.png,broccoli,1,5.95043126e-09,2.77901486e-19]]
196,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100332.png,tomato,2.654928e-15,1.66136703e-15,1
197,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140834.png,eggplant,2.47254661e-07,0.999999762,1.13518604e-11]]
198,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_103807.png,tomato,4.92374214e-18,3.01853371e-14,1
199,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133455.png,broccoli,1,5.22703436e-09,1.27586393e-19]]
200,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113724.png,tomato,7.85084461e-19,8.44841448e-17,1
201,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133454.png,broccoli,1,1.86942177e-08,1.82216275e-17]]
202,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140839.png,eggplant,1.52710143e-07,0.999999881,2.31594648e-12
203,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093157.png,tomato,1.16958856e-27,4.1212204e-22,1]]
204,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133213.png,broccoli,1,2.92363855e-10,1.57075973e-18
205,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093155.png,tomato,2.83403211e-26,3.36732848e-21,1]]
206,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_093156.png,tomato,6.80509916e-28,1.62001813e-22,1
207,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140558.png,eggplant,2.59596811e-09,1,5.83776e-11]]
208,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100329.png,tomato,2.89130101e-15,2.07818475e-15,1
209,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140356.png,broccoli,1,2.1140659e-08,1.1767203e-15]]
210,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133457.png,broccoli,1,1.13407577e-08,1.66017362e-18
211,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141038.png,eggplant,5.69689405e-07,0.999999404,6.00068633e-14]]
212,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113725.png,tomato,2.76637673e-18,3.96807116e-16,1
213,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133451.png,broccoli,1,2.90186764e-09,2.14313527e-19]]
214,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133210.png,broccoli,1,1.01056552e-10,9.52002829e-17
215,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_103804.png,tomato,2.16951587e-18,1.86114077e-14,1]]
216,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133216.png,broccoli,1,7.51574636e-11,1.1831692e-17
217,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132533.png,tomato,1.99441724e-18,1.61197078e-14,1]]
218,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141041.png,eggplant,5.57403496e-07,0.999999404,3.1313751e-13
219,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140836.png,eggplant,1.59616789e-07,0.999999881,3.20436074e-11]]
220,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132536.png,tomato,5.60298439e-18,6.00925695e-14,1
221,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141235.png,eggplant,3.01818309e-05,0.99996984,7.63847763e-10]]
222,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140158.png,broccoli,1,5.67472513e-09,2.18087435e-19
223,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141243.png,eggplant,2.98499035e-05,0.999970198,1.55808196e-11]]
224,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140837.png,eggplant,1.98774202e-07,0.999999762,1.9388333e-11
225,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140835.png,eggplant,1.46582437e-07,0.999999881,4.61179619e-12]]
226,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100333.png,tomato,4.07440254e-15,1.84204784e-15,1
227,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_113720.png,tomato,6.25485028e-18,3.00994137e-16,1]]
228,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141035.png,eggplant,8.35222124e-07,0.999999166,3.42121419e-14
229,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141236.png,eggplant,3.24214e-05,0.999967575,2.15931439e-11]]
230,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100330.png,tomato,5.43319713e-15,2.87152682e-15,1
231,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_140559.png,eggplant,2.123558e-09,1,3.16976223e-10]]
232,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133218.png,broccoli,1,7.93481877e-11,5.87954553e-17
233,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_132534.png,tomato,6.59435291e-18,4.81404399e-14,1]]
234,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133459.png,broccoli,1,4.76845496e-09,2.39974773e-20
235,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140404.png,broccoli,1,9.54497636e-09,6.92053764e-16]]
236,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/tomato/20180806_100335.png,tomato,2.5551291e-15,9.56261763e-16,1
237,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141242.png,eggplant,7.33081615e-05,0.999926686,8.74622163e-12]]
238,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141043.png,eggplant,2.45192268e-07,0.999999762,4.20738036e-14
239,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_140357.png,broccoli,1,1.01531743e-08,6.50868852e-16]]
240,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133452.png,broccoli,1,2.286788e-08,6.7277727e-19
241,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141244.png,eggplant,6.38267156e-05,0.999936223,2.50438784e-11]]
242,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/broccoli/20180806_133452.png,broccoli,1,2.286788e-08,6.7277727e-19
243,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_dossari_20180806_x10/validation/eggplant/20180806_141244.png,eggplant,6.38267156e-05,0.999936223,2.50438784e-11]]
